id,V1,V2,V3,V4,V5,Class
119,138.233824,214.418605,97.44186,730.813954,26.142742,1
120,136.759563,195.695652,89.521739,511.26087,15.833252,1
121,93.6875,220.857143,99.714286,677,8.729495,1
122,106.355814,218.62963,99.481481,719.592593,19.924205,1
123,139.234043,211,99.777778,588.666667,18.667328,1
124,183.28125,204,96.5,475.5,1,1
125,113.980836,188.722222,82.083333,456,16.625783,1
126,98.419643,210.285714,97.571429,628,17.779833,1
127,149.3125,206.666667,94.833333,607.666667,27.373446,1
128,125.569124,222.707317,101.439024,775.134146,21.64281,1
129,111.444686,206.586207,94.344828,631.793103,25.200881,1
130,109.208333,220,95.083333,757.416667,19.728716,1
131,139.497748,201.214286,88.071429,568.214286,22.322857,1
132,130.857939,201.777778,88.066667,471.844444,16.218508,1
133,141.576389,213,90.777778,721.777778,40.472213,1
134,106.289474,197.5,86.5,541.5,27.578549,1
135,133.612211,178.5,73.815789,347.289474,18.836536,1
136,140.392046,204,96,583,21.859431,1
137,134.625,216.928571,98.714286,714.714286,12.613566,1
138,142.681818,210.277778,93.944444,628.333333,25.658488,1
139,139.659091,211.545455,91.363636,679.818182,13.614528,1
140,140.75,213.684211,95.210526,756.368421,10.72755,1
141,138.65,203.2,88,641.2,39.852729,1
142,143.241071,186.714286,82.857143,467.571429,27.102225,1
143,130.591709,192.78,85.4,540.5,24.079444,1
144,117.601744,220.954546,103.136364,673.181818,10.249773,1
145,112.661088,212.4,94.6,773.6,24.338903,1
146,122.062687,213.285714,95.142857,557,22.679068,1
147,124.751852,229.647059,109.235294,806.176471,6.494608,1
148,122.188153,200.333333,90,631,22.214999,1
149,136.543046,200.578947,85.105263,450.736842,16.121423,1
150,123.29235,205.695652,91.173913,481.086957,17.804016,1
151,100.36076,230.2,105.8,821.6,17.059015,1
152,113.276316,195,84.541667,467.416667,27.275854,1
153,127.676136,221.454546,103.090909,768.454546,28.989881,1
154,92.7625,206.4,98,717.2,26.229754,1
155,119.058511,227.728814,106.508475,744.372881,19.159831,1
156,94.875,223.25,102.25,753.5,13.160072,1
157,111.3,199.7,88.9,612.6,23.336881,1
158,159.867188,196.375,87.625,469,17.333133,1
159,162.1,221,99,612,11.757551,1
160,143,210.842105,99.631579,717.894737,37.098805,1
161,132.873786,198.923077,96.153846,549.538462,26.323882,1
162,148.653153,192.928571,89.714286,528.857143,17.552981,1
163,124.5422,214.183674,101.122449,575.77551,20.198123,1
164,121.129139,220.421053,107.789474,767,23.223069,1
165,121.181818,203.181818,93.636364,592.454546,45.615533,1
166,137.717687,201.297297,92.756757,484.972973,20.546763,1
167,126.640625,221.75,101.25,591.083333,12.266712,1
168,128.519531,192.625,86.3125,589.25,18.738225,1
169,116.983558,224.5,102.190476,663.238095,20.160144,1
170,135.914414,212.571429,97.714286,677.857143,27.05135,1
171,116.940397,201.157895,88.315789,639.052632,13.9051,1
172,119.484932,199.652174,85,545.26087,47.957842,1
173,111.981061,202.176471,92.147059,680.117647,10.810454,1
174,118.043544,205.547619,93.166667,625.666667,36.937566,1
175,130.677099,174.987952,75.26506,312.73494,12.141781,1
176,131.501166,200.888889,83.222222,631.481482,28.361424,1
177,117.694588,197.938776,88.020408,604.857143,17.209201,1
178,117.405205,183,76.823529,399.411765,21.051777,1
179,130.286177,193.758621,83.62069,522.534483,28.6482,1
180,149.554688,201,94.5,629.5,25.780019,1
181,133.233524,181.363636,75.818182,390.75,12.34683,1
182,110.288194,199.277778,82.222222,622.055556,34.916169,1
183,136.448819,204.4375,94,665.71875,23.847088,1
184,120.5,195.125,84.1875,558.75,39.471459,1
185,136.594595,183.190476,78.714286,444.857143,13.192969,1
186,133.238202,194.035714,83.214286,554.071429,19.811484,1
187,130.246886,183.196429,79.482143,440.267857,13.261102,1
188,140.984252,186.5,86.5,476,23.005095,1
189,125.521368,202.918919,88.216216,575.324324,21.08219,1
190,112.027778,211.043478,92.217391,634.434783,23.235297,1
191,118.90458,196.545455,81.606061,516.424242,26.560533,1
192,119.542955,195.309091,87.363636,519.345454,21.70737,1
193,130.511811,205,86,641,10.688048,1
194,136.324421,190.507042,80.774648,439.28169,15.012565,1
195,127.307544,178.061539,72.969231,352.430769,22.084378,1
196,141.554688,195.4375,86,492.5625,25.685523,1
197,147.547619,187.75,88.25,561.5,8.15092,1
198,117.44,194.537037,87.166667,448.962963,9.484537,1
199,126.934328,194.952381,90.619048,493.238095,24.070004,1
200,99.854167,189.222222,89,521.666667,18.296596,1
201,120.311757,190.4375,83.0625,431.979167,17.114606,1
202,140.255814,181.894737,75.315789,410.210526,16.079464,1
203,142.810764,187.361111,80.166667,442.944444,16.44482,1
204,148.9125,181,78.2,451.4,18.655026,1
205,113.1875,184.8,74.6,383.7,24.976789,1
206,137.149351,186.413793,80.103448,392.62069,17.107967,1
207,108.139241,181,86.4,453.8,27.728145,1
208,137.114583,187.75,74.916667,493.083333,15.957409,1
209,133.428412,190.571429,87.375,586.053571,21.826981,1
210,100.322917,185.666667,77,527,19.995138,1
211,146.272059,187.294118,81.352941,547.411765,14.989962,1
212,133.479957,196.862069,85.293103,580.086207,15.100151,1
213,118.553903,195.529412,85.705882,505.117647,36.01672,1
214,147.21831,183.666667,84.666667,420.222222,13.112994,1
215,95.53125,197.1,87.7,565.1,18.055747,1
216,125.318052,182.863636,76.681818,449.727273,14.317027,1
217,113.943723,193.344828,86.482759,596.310345,17.279475,1
218,116.470289,194.864865,88.945946,599.432432,24.106351,1
219,134.473214,195.785714,85.357143,526.285714,26.266394,1
220,139.89557,191.7,78.4,456.3,12.666787,1
221,128.820878,177.925926,71.074074,296.055556,12.153285,1
222,120.312102,189.2,82.2,418.1,34.497681,1
223,119.885305,184.457143,81.514286,468.542857,35.333582,1
224,113.046911,253.036364,118.545455,794.927273,27.209806,1
225,140.285075,253.714286,117.190476,777.666667,23.21453,1
226,117.319298,257.027778,121.777778,756.361111,18.725272,1
227,109.487069,246.275862,122.344828,824.172414,21.578935,1
228,115.206536,251.729167,120.5,763.166667,15.326935,1
229,116.014365,254,124.894737,813.438597,10.788176,1
230,138.298622,256.487805,123.390244,805.902439,18.944642,1
231,141.554688,252,115.75,696.25,21.987212,1
232,127.266533,245.428571,114.746032,786.936508,19.686789,1
233,133.140678,228.27027,103.648649,632.756757,31.100135,1
234,118.0975,251.68,120.48,766.2,31.534261,1
235,109.46875,216.5,104,611,18.220105,1
236,135.035294,194.729167,82.979167,414.854167,17.754499,1
237,124.229167,210.333333,110.666667,457,17.211108,1
238,135.208955,202.618182,94.709091,388.018182,27.492725,1
239,126.718519,215.411765,102.823529,610.058824,38.795801,1
240,117.871069,198.7,82,433.8,18.352861,1
241,148.046875,196.75,94.125,481,18.389769,1
242,125.830675,216.392157,100.54902,532.137255,22.461621,1
243,134.236631,209.297872,93.382979,580.531915,28.835965,1
244,111.874346,193.666667,93.5,484.833333,28.306237,1
245,112.45,246.2,114,699.6,25.895173,1
246,149.75,245,113.5,685.5,27.5,1
247,118.09375,200,95.5,518,22,1
248,122.82287,237.857143,111.892857,615.714286,17.339939,1
249,140.666667,208.714286,98.142857,484.428571,15.399443,1
250,137.198413,215.625,99.125,464.625,24.020499,1
251,112.756667,184,79.368421,375.421053,26.515662,1
252,112.125,209.44,93.4,637.08,31.039433,1
253,109.375,202,82,302,16.498106,1
254,127.641272,225.364706,100.752941,669.635294,25.894126,1
255,137.100216,212.844828,95.87931,600.586207,29.689635,1
256,132.865598,196.92233,84.873786,388.747573,14.852751,1
257,108.545455,214.363636,91.636364,589.090909,13.667842,1
258,97.382979,228.388889,103.611111,674,7.397864,1
259,122.806667,207.973684,90,421.421053,17.36565,1
260,142.702381,221.181818,93,538.363636,11.577979,1
261,133.193717,220.333333,97,587.333333,12.311636,1
262,106.788288,226.714286,103.142857,674.5,26.877367,1
263,110.664557,197.5,86.5,459,15.994061,1
264,119.362069,223.068966,100.206897,569.517241,25.071645,1
265,143.932735,215.892857,93.464286,645.678571,31.59679,1
266,156.083333,228,103,725,24.828859,1
267,136.09,221.31579,98.473684,507.052632,13.461343,1
268,113.407634,223.463415,97.439024,716.170732,24.920146,1
269,124.111429,222.477273,96.772727,495.977273,18.408361,1
270,108.992857,232.666667,109.222222,763.111111,16.18384,1
271,139.43125,216.5,96.5,724.5,11.832582,1
272,127.429074,189.611111,81.425926,318.981482,18.324315,1
273,109.497024,223.571429,101.952381,645.571429,18.035113,1
274,141.204167,220,101.6,643.666667,37.417999,1
275,147.548173,188.789474,82.736842,302.684211,11.627411,1
276,116.603047,226.730769,103.320513,677.641026,20.671788,1
277,114.672185,194.157895,87.631579,338.421053,15.188565,1
278,140.263258,233.69697,105.181818,717.090909,33.264309,1
279,99.272152,234.6,96.8,676,23.551008,1
280,130.229798,192.52,88.2,367.48,13.049077,1
281,126.53125,193.05,87.35,422.1,17.321302,1
282,129.186757,224.040541,101.824324,591.95946,16.801097,1
283,121.020833,230.866667,104.266667,605.7,21.81969,1
284,96.578947,249.157895,111.263158,763.842105,20.509305,1
285,116.632143,243.257143,111.057143,705.171429,23.630212,1
286,116.429688,226.125,106,640.725,27.103033,1
287,132.118936,201.875,90.825,385.175,23.071573,1
288,120.274419,247.102941,117.014706,823.985294,27.25882,1
289,119.801932,229.538462,104.384615,655.076923,36.684264,1
290,113.083333,215.222222,96.222222,552.277778,25.292853,1
291,137.925197,236.6875,106.5,754.75,34.56493,1
292,139.826389,238.555556,109.111111,762.333333,45.291102,1
293,135.129199,207.506849,95.876712,414.369863,17.499098,1
294,147.454023,202.636364,96.409091,549.772727,19.930302,1
295,132.532164,219.162791,101.697674,682.511628,24.207727,1
296,139.740158,217.625,103.5,640,33.561278,1
297,124.538206,191.421053,79.368421,299.526316,12.291474,1
298,110.602094,207.458333,93.166667,456.125,14.414258,1
299,134.494424,203.823529,92.029412,564.617647,19.2283,1
300,156.4375,237.857143,112.714286,828.142857,19.557346,1
301,97.820513,222.2,97.4,668.8,19.466895,1
302,140.524306,224.833333,97.666667,624.111111,28.377906,1
303,132.256944,233,106.666667,616.333333,17.851237,1
304,146.916667,251.333333,113.2,770.933333,31.877265,1
305,136.84507,224.111111,106.444444,651.222222,22.015146,1
306,141.208955,189.823529,81.647059,279.352941,13.410991,1
307,143.430147,222.117647,95.176471,498.764706,14.971022,1
308,116.242742,206.128205,93.307692,450.628205,17.331835,1
309,158.678733,208.285714,94.5,438.071429,8.362025,1
310,127.65625,203.1,88.5,420.5,39.226139,1
311,134.90625,221.4,100,613.8,14.393054,1
312,103.179688,215.25,98.25,566.25,28.312707,1
313,119.342342,227.571429,106.714286,717.857143,28.60498,1
314,138.810289,222.48718,100,581.282051,34.073537,1
315,114.990234,213.78125,91.40625,587.6875,31.783447,1
316,137.550512,203.511628,86.116279,431.976744,19.066874,1
317,134.919643,206.142857,89.095238,480.428571,12.692777,1
318,113.673077,205.307692,95.692308,550.076923,22.102772,1
319,100.2375,214.6,100.4,603.8,11.625833,1
320,116.589372,219.538462,90.461538,559.346154,20.474548,1
321,126.828125,232.75,101.25,636.75,19.702474,1
322,106.942935,252.478261,114.086957,792.26087,14.37573,1
323,125.490628,255.31579,118.701754,814.719298,21.553644,1
324,140.539773,243.636364,105.545455,749.818182,37.55987,1
325,112.101563,236.5,103,742.5,17.059524,1
326,143.20625,207.2,87.4,413.4,15.286923,1
327,128.585302,201.604167,94.666667,454.645833,20.63758,1
328,117.256623,242.868421,112.526316,798.5,11.036737,1
329,123.344444,208.235294,92.352941,474.764706,39.021509,1
330,155.0625,220,98,555,10.498677,1
331,113.591346,216.153846,90,474.538462,27.013256,1
332,113.816177,218.235294,103.294118,655.058824,16.897411,1
333,126.119247,231.533333,110.9,735.066667,15.510713,1
334,138.880711,209.56,89.96,526.44,29.728101,1
335,137.637387,192.75,85.464286,426.214286,15.259783,1
336,115.024039,226.423077,101.384615,709.615385,27.135099,1
337,148.9625,220.6,99.8,663.2,18.11077,1
338,132.801471,203,85.769231,451.730769,10.248178,1
339,120.516667,217.533333,104.066667,463.6,12.354756,1
340,139.221545,196.580645,83.548387,444.419355,17.285026,1
341,115.064039,214.784314,98.921569,662.235294,33.233865,1
342,129.288703,217.866667,106.6,585.4,16.913374,1
343,121.941406,207.0625,96.8125,637.75,18.753229,1
344,114.584992,229.341463,104.048781,683.365854,27.290492,1
345,140.614286,210.5,92.590909,564.5,30.27672,1
346,138.664557,210,99,657,42.203791,1
347,134.667279,225.470588,100.294118,654.470588,29.77216,1
348,118.0625,195.4,85.8,489,15.551206,1
349,160.0625,237.666667,107,771.333333,18.660713,1
350,88.991071,218.428571,103.285714,617,9.007933,1
351,132.705357,214.857143,99.357143,581.5,31.911549,1
352,131.376175,222.35,102.8,621.75,41.419681,1
353,112.572864,217.28,103.08,651,29.190519,1
354,121.036842,215.958333,101.25,617.625,23.55888,1
355,129.471875,206,93.55,570.05,24.914052,1
356,111.995816,229.4,100.8,632.066667,18.585538,1
357,129.131944,231.222222,104,552.555556,7.959775,1
358,136.326389,218.555556,99.111111,712.777778,16.99092,1
359,132.195822,246.875,110.875,804.875,20.572366,1
360,135.519298,200.444444,90.805556,515.888889,12.661427,1
361,122.911392,203,91,517,26.069906,1
362,113.088136,236,100.789474,726.421053,17.156603,1
363,140.36,219.363636,99.454545,615.954546,33.725067,1
364,118.434783,213.37931,99.275862,641.724138,28.063161,1
365,132.553719,208.73913,94.304348,583.391304,20.604384,1
366,156.586806,250,117.5,811.777778,9.249625,1
367,126.867868,218.238095,102,663.571429,32.206181,1
368,99.458333,245.222222,117.777778,788.333333,6.707284,1
369,156.291139,215.5,97.9,619.6,12.835887,1
370,131.71875,219.5,96.25,653.25,30.855735,1
371,138.806818,202,86.545455,447,27.215888,1
372,117.029268,194.461539,82.769231,441.230769,46.74949,1
373,105.671875,229.166667,104.833333,791,21.29293,1
374,133.851429,236.409091,107.681818,796.227273,28.97163,1
375,133.446875,210.95,90.3,559.45,31.371125,1
376,109.456842,209.1,94.5,562.666667,25.522191,1
377,140.904459,195.3,85.7,498,12.924686,1
378,130.979167,220.916667,99.083333,649.25,16.694976,1
379,123.825719,218.297297,99.837838,650.783784,24.95527,1
380,138.95625,209.6,96.2,508.4,11.685889,1
381,130.691083,237.135593,112.237288,786.40678,23.919993,1
382,105.644886,242.818182,112.181818,762,35.861994,1
383,137.092308,205.886793,90.792453,562.226415,24.130903,1
384,111.964567,199.8125,90.875,520.5625,29.570295,1
385,138.954286,211.272727,91.363636,549.636364,24.553534,1
386,141.5625,214.25,101.1,717.3,36.641882,1
387,109.584838,234.771429,110.628571,819.685714,19.55768,1
388,113.553763,234.357143,103.585714,723.457143,30.281364,1
389,110.563158,235.5,101.333333,774.333333,16.697472,1
390,126.234197,239,106.704918,778.754098,20.083714,1
391,141.559055,201,86,467.5,27.800348,1
392,138.14346,186.8,83.8,351,15.887941,1
393,141.380392,211.875,96.25,621.9375,15.77961,1
394,124.664063,222.916667,102.083333,764.583333,29.607033,1
395,143.614224,240.62069,105.655172,742.034483,43.262108,1
396,101.7,227,105,697,38.581861,1
397,122.045113,217.96,100.2,617.28,19.179739,1
398,111.024457,238.913044,108.695652,777.695652,21.193144,1
399,144.161458,187.666667,88.833333,422.75,16.690608,1
400,147.126214,239.846154,104.884615,804.423077,24.183715,1
401,135.347305,193.047619,91.333333,459,17.743192,1
402,122.050544,246.382716,113.938272,851.407407,23.537638,1
403,125.6875,232.636364,104.545455,700.727273,15.131381,1
404,142.708333,235.481482,106.259259,702.555556,28.71572,1
405,141.536023,217.272727,98.136364,572.181818,7.965836,1
406,137.091667,229.666667,106.333333,724.333333,29.475112,1
407,114.165354,235.25,105.125,747.375,34.619302,1
408,138.456522,218.478261,97.173913,666.26087,27.873669,1
409,115.731436,235.333333,107.921569,728.333333,27.26555,1
410,123.901563,225,100.7,594.65,25.822035,1
411,108.962791,231.814815,107.444444,713.444444,21.90383,1
412,117.817742,235.358974,111.282051,873.25641,21.863061,1
413,121.302083,225.5,102.166667,773.333333,32.304111,1
414,124.345875,223.084211,100.010526,665.105263,25.583703,1
415,132.021127,221.444444,103,764,24.117511,1
416,122.992443,244.08,111.32,732.4,20.351865,1
417,142.229167,238.166667,113.166667,917.5,12.535505,1
418,134.298913,214.130435,95.956522,629.565217,31.05815,1
419,124.96063,204,97.5,498,13.056967,1
420,89.0875,230,99.8,739.2,10.244999,1
421,128.023904,243,112.25,827.5,14.857132,1
422,133.053812,216.285714,102.571429,537.142857,20.779822,1
423,127.483193,242.4,110.266667,785.133333,25.690119,1
424,152.652778,231.222222,111,778.888889,22.19832,1
425,123.067633,233.884615,111.346154,789.653846,23.73909,1
426,145.615385,243.615385,115.923077,816.461539,29.460434,1
427,114.512195,229.277778,107.333333,743.166667,25.430855,1
428,153.492188,208.75,91,501.75,15.791117,1
429,141.910714,232,100.428571,679.142857,39.178816,1
430,148.895833,229,106,751,30.097988,1
431,138.809091,237.142857,108.285714,737.857143,34.882309,1
432,143.009615,216.307692,106.923077,537.076923,27.25097,1
433,150.535714,223.142857,101.285714,655.428571,27.776807,1
434,115.526786,211,91,465,37.748902,1
435,119.296875,229.166667,108.083333,660.25,34.223124,1
436,137.789063,218,93.25,543.75,13.105342,1
437,126.989583,214.4,98.566667,563.1,31.169429,1
438,144.955357,216.857143,99.571429,622.142857,24.670585,1
439,124.335958,235.666667,115.125,642.125,26.936654,1
440,113.971154,231.115385,104.769231,670.884615,32.243343,1
441,130.598214,217.028571,91.314286,560.657143,24.124169,1
442,109.804167,226.333333,102.466667,662.333333,17.114516,1
443,145.46875,219.2,105.8,695.8,15.18025,1
444,136.238739,224.571429,100.857143,664.142857,22.712039,1
445,165.197183,218.111111,98,655.888889,22.420229,1
446,157.859375,215.5,91.75,571.75,15.204851,1
447,116.31087,210.137931,89.793103,574.241379,22.33546,1
448,94.125,247,123,865,14.153916,1
449,145.177966,218.466667,102.4,571.533333,27.516783,1
450,71.71875,209,97,565,7,1
451,112.691194,225.961539,102.423077,666.673077,34.046544,1
452,108.59375,232.9,99.5,671.2,30.450616,1
453,131.838624,227.642105,104.505263,655.747368,23.553699,1
454,142.340278,212,86.666667,552.888889,30.730258,1
455,139.855856,217.857143,90.857143,569.857143,31.998166,1
456,110.215278,220.166667,105.5,671.666667,18.268235,1
457,148.625,221,98.142857,663.285714,30.347646,1
458,105.872549,220.769231,101.769231,686.538462,27.062933,1
459,137.45,228.2,105.9,659.4,20.596116,1
460,117.477941,212.411765,104.470588,611.117647,34.979777,1
461,131.053812,244.428571,117.857143,767.785714,13.035274,1
462,137.283019,239,117,709.1,37.157637,1
463,134.61747,211.571429,94.190476,626.095238,19.419933,1
464,119.13089,232.583333,110.333333,675.166667,26.568962,1
465,127.562217,229.063063,101.153153,764.126126,28.529655,1
466,120.711634,247.392157,111.333333,851.313726,16.899527,1
467,129.458667,215.808511,97.468085,589.829787,24.589578,1
468,129.425183,184.721154,81.221154,373.307692,19.061515,1
469,140.295775,184.037037,75.925926,291.962963,9.052658,1
470,142.495413,210.428571,93.285714,543.142857,24.31259,1
471,140.409091,225.666667,109.111111,690.111111,29.514382,1
472,138.963542,207.291667,90.625,472.25,21.200064,1
473,138.900612,208.292683,93.829268,503.365854,23.39847,1
474,131.142558,195.1,88.366667,461.4,24.221868,1
475,114.901042,212.166667,102.5,560.666667,27.213533,1
476,120.801508,216.4,98.36,613.92,31.756574,1
477,129.130208,221.944444,99.944444,651.611111,22.772357,1
478,113.259868,217.631579,96.921053,562.026316,24.957582,1
479,149.822917,223.416667,102.166667,610.416667,21.975365,1
480,105.8125,198,83,413,12.218181,1
481,126.981584,201.647059,89.382353,487.235294,19.787889,1
482,138.384091,206.178571,98.642857,527.821429,18.545414,1
483,126.676667,202.736842,89.315789,495,22.799013,1
484,126.675325,230.724138,104.465517,720.086207,18.333165,1
485,142.10733,207.625,91.541667,510.833333,17.502331,1
486,120.898389,205.372549,97.666667,533.27451,16.165831,1
487,122.988235,206.418605,91.790698,590.790698,25.471455,1
488,105.365,211.36,95.8,620.32,20.356581,1
489,114.117801,211.75,96.458333,557.5,21.466382,1
490,143.641577,206.8,92.171429,528.942857,25.764871,1
491,133.828571,202.909091,95.909091,508.545455,15.473251,1
492,167.9125,213,88,639,8.109254,1
493,129.122596,215.769231,94.846154,657.538462,17.448699,1
494,124.102362,208.8125,92.0625,587.1875,17.432011,1
495,124.888014,232.236111,107.138889,721.333333,21.601179,1
496,135.6875,208.428571,92.857143,584.142857,15.211435,1
497,131.115471,202.803571,87.660714,514.232143,25.923037,1
498,133.336842,215.916667,97.25,690.833333,18.188061,1
499,116.014205,214.090909,93.181818,666.454546,28.689849,1
500,181.375,198.666667,88.666667,491.666667,2.624669,1
501,135.742647,226.764706,104.705882,754.676471,20.04435,1
502,119.916667,230.5,102,774.857143,17.648784,1
503,151.382813,198.75,83,499.5,18.205425,1
504,167,230,109.5,753.5,9.283722,1
505,138.985796,220.5,93.136364,627.090909,38.386357,1
506,140.120833,200.866667,87.7,539.666667,31.157378,1
507,133.156162,211.731343,96.626866,609.820896,23.817603,1
508,100.791262,236,98.538462,726.846154,21.341406,1
509,145.602941,223.823529,98.529412,660.588235,42.483378,1
510,117.473958,247.833333,117.333333,844.833333,17.658607,1
